,Sales Representative,Location,Customer,Product,Order Date,Quantity, Unit Price , Total Sale Amount 
,Abi,Chennai,Peter Brown,Cosmetic,25-Mar-16,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Kolkata,Raymond Collins,Electronics,25-Mar-16,8, ₹ 17.83 , ₹ 142.64 
,Kishore,Banglore,Jimmy Warren,Gadgets,25-Mar-16,3, ₹ 53.35 , ₹ 160.05 
,Hari,Banglore,Ernest Hernandez,Electronics,25-Mar-16,9, ₹ 17.83 , ₹ 160.47 
,Kishore,Banglore,Cheryl Morris,Essential,25-Mar-16,3, ₹ 16.32 , ₹ 48.96 
,Yuvan,Kolkata,Juan Reed,Cosmetic,25-Mar-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Kolkata,Lawrence Ruiz,Electronics,25-Mar-16,1, ₹ 17.83 , ₹ 17.83 
,Gowtham,Kolkata,Robert Hayes,Gadgets,25-Mar-16,4, ₹ 53.35 , ₹ 213.40 
,Abi,Kolkata,Evelyn Greene,Electronics,25-Mar-16,8, ₹ 17.83 , ₹ 142.64 
,Abi,Mumbai,Henry Cox,Cosmetic,26-Mar-16,9, ₹ 12.42 , ₹ 111.78 
,Gowtham,Delhi,Mary Nelson,Gadgets,26-Mar-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Delhi,Eugene Schmidt,Cosmetic,26-Mar-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Banglore,Ruby Gonzales,Gadgets,26-Mar-16,6, ₹ 53.35 , ₹ 320.10 
,Abi,Kolkata,Kimberly Little,Electronics,26-Mar-16,2, ₹ 17.83 , ₹ 35.66 
,Abi,Kolkata,Louis Marshall,Electronics,26-Mar-16,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Banglore,Michelle Elliott,Gadgets,26-Mar-16,4, ₹ 53.35 , ₹ 213.40 
,Yuvan,Chennai,Marilyn Patterson,Cosmetic,26-Mar-16,2, ₹ 12.42 , ₹ 24.84 
,Hari,Banglore,Martha Bell,Cosmetic,26-Mar-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Gloria Harper,Gadgets,26-Mar-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Chennai,Michelle Henderson,Cosmetic,26-Mar-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Todd Spencer,Essential,26-Mar-16,6, ₹ 16.32 , ₹ 97.92 
,Kishore,Banglore,Annie Hughes,Electronics,26-Mar-16,5, ₹ 17.83 , ₹ 89.15 
,Yuvan,Chennai,Marilyn Patterson,Gadgets,26-Mar-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Kolkata,Ruby Matthews,Electronics,26-Mar-16,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Kolkata,Nancy Stephens,Electronics,26-Mar-16,1, ₹ 17.83 , ₹ 17.83 
,Kishore,Banglore,Joseph Dixon,Electronics,27-Mar-16,3, ₹ 17.83 , ₹ 53.49 
,Kishore,Banglore,Harry Hanson,Essential,27-Mar-16,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Kolkata,Daniel Morris,Cosmetic,27-Mar-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Edward Cooper,Cosmetic,27-Mar-16,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Delhi,Todd Spencer,Gadgets,27-Mar-16,7, ₹ 53.35 , ₹ 373.45 
,Hari,Banglore,Beverly Garcia,Cosmetic,27-Mar-16,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Banglore,Evelyn Elliott,Cosmetic,27-Mar-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Chennai,William Hicks,Cosmetic,27-Mar-16,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Banglore,Kenneth Gomez,Cosmetic,27-Mar-16,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Banglore,Arthur Green,Cosmetic,27-Mar-16,5, ₹ 12.42 , ₹ 62.10 
,Gowtham,Delhi,Phillip Johnston,Cosmetic,27-Mar-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Chennai,Benjamin Willis,Gadgets,27-Mar-16,1, ₹ 53.35 , ₹ 53.35 
,Gowtham,Delhi,Kevin Torres,Cosmetic,27-Mar-16,7, ₹ 12.42 , ₹ 86.94 
,Gowtham,Kolkata,Joe Ryan,Cosmetic,28-Mar-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Banglore,Ruth Kennedy,Cosmetic,28-Mar-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Kolkata,Betty Stewart,Essential,28-Mar-16,5, ₹ 16.32 , ₹ 81.60 
,Gowtham,Chennai,Randy Willis,Cosmetic,28-Mar-16,5, ₹ 12.42 , ₹ 62.10 
,Hari,Banglore,Charles Montgomery,Electronics,28-Mar-16,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Kolkata,Debra Allen,Electronics,28-Mar-16,3, ₹ 17.83 , ₹ 53.49 
,Kishore,Banglore,Annie Hughes,Cosmetic,28-Mar-16,9, ₹ 12.42 , ₹ 111.78 
,Hari,Banglore,Adam Garza,Gadgets,28-Mar-16,3, ₹ 53.35 , ₹ 160.05 
,Yuvan,Delhi,Carl Ford,Cosmetic,28-Mar-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Chennai,Albert Dunn,Gadgets,28-Mar-16,6, ₹ 53.35 , ₹ 320.10 
,Abi,Chennai,Adam Russell,Cosmetic,28-Mar-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,Jerry Butler,Gadgets,29-Mar-16,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Delhi,Robin Matthews,Cosmetic,29-Mar-16,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Banglore,Craig Hicks,Cosmetic,29-Mar-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Delhi,Carl Howard,Cosmetic,29-Mar-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,Eric Robertson,Cosmetic,29-Mar-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Kolkata,Chris Gilbert,Electronics,29-Mar-16,1, ₹ 17.83 , ₹ 17.83 
,Abi,Delhi,Robin Matthews,Essential,29-Mar-16,6, ₹ 16.32 , ₹ 97.92 
,Yuvan,Kolkata,Lillian Wood,Gadgets,29-Mar-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Delhi,Walter Kennedy,Electronics,29-Mar-16,6, ₹ 17.83 , ₹ 106.98 
,Hari,Gurgon,Gloria Oliver,Essential,29-Mar-16,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Kolkata,Ruby Matthews,Cosmetic,29-Mar-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Banglore,Samuel Daniels,Essential,30-Mar-16,4, ₹ 16.32 , ₹ 65.28 
,Hari,Banglore,Stephen Rice,Essential,30-Mar-16,10, ₹ 16.32 , ₹ 163.20 
,Yuvan,Chennai,Cheryl Howard,Electronics,30-Mar-16,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Mumbai,Russell Romero,Electronics,30-Mar-16,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Banglore,Deborah Gilbert,Gadgets,30-Mar-16,1, ₹ 53.35 , ₹ 53.35 
,Kishore,Banglore,Diane Lewis,Cosmetic,30-Mar-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Mumbai,Carlos Stephens,Gadgets,30-Mar-16,3, ₹ 53.35 , ₹ 160.05 
,Kishore,Banglore,Paula Watson,Gadgets,30-Mar-16,3, ₹ 53.35 , ₹ 160.05 
,Yuvan,Kolkata,Edward Cooper,Electronics,30-Mar-16,4, ₹ 17.83 , ₹ 71.32 
,Kishore,Banglore,Andrew Adams,Gadgets,31-Mar-16,7, ₹ 53.35 , ₹ 373.45 
,Abi,Mumbai,William Collins,Electronics,31-Mar-16,9, ₹ 17.83 , ₹ 160.47 
,Hari,Banglore,Deborah Gilbert,Electronics,31-Mar-16,8, ₹ 17.83 , ₹ 142.64 
,Yuvan,Mumbai,Clarence Mason,Electronics,31-Mar-16,2, ₹ 17.83 , ₹ 35.66 
,Yuvan,Chennai,Johnny Fowler,Cosmetic,31-Mar-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Banglore,Adam Martin,Essential,31-Mar-16,6, ₹ 16.32 , ₹ 97.92 
,Yuvan,Chennai,Joshua Washington,Cosmetic,31-Mar-16,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Gurgon,Julie Gonzalez,Cosmetic,31-Mar-16,5, ₹ 12.42 , ₹ 62.10 
,Abi,Kolkata,Jessica Lewis,Electronics,31-Mar-16,10, ₹ 17.83 , ₹ 178.30 
,Abi,Kolkata,Karen Gray,Cosmetic,31-Mar-16,7, ₹ 12.42 , ₹ 86.94 
,Gowtham,Kolkata,Joshua Campbell,Gadgets,31-Mar-16,8, ₹ 53.35 , ₹ 426.80 
,Hari,Banglore,Stephen Murray,Cosmetic,31-Mar-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Gurgon,Kathy Lee,Electronics,31-Mar-16,2, ₹ 17.83 , ₹ 35.66 
,Yuvan,Kolkata,Betty Stewart,Electronics,31-Mar-16,1, ₹ 17.83 , ₹ 17.83 
,Yuvan,Delhi,Martha Brown,Essential,31-Mar-16,2, ₹ 16.32 , ₹ 32.64 
,Kishore,Banglore,Willie Oliver,Gadgets,31-Mar-16,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Kolkata,Albert Miller,Gadgets,1-Apr-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Chennai,Dorothy Baker,Essential,1-Apr-16,5, ₹ 16.32 , ₹ 81.60 
,Abi,Chennai,Kimberly Coleman,Essential,1-Apr-16,4, ₹ 16.32 , ₹ 65.28 
,Gowtham,Delhi,Jerry Smith,Gadgets,1-Apr-16,10, ₹ 53.35 , ₹ 533.50 
,Yuvan,Chennai,Cynthia Mccoy,Cosmetic,1-Apr-16,8, ₹ 12.42 , ₹ 99.36 
,Kishore,Banglore,Henry Sanders,Cosmetic,1-Apr-16,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Banglore,Jeremy Baker,Cosmetic,1-Apr-16,8, ₹ 12.42 , ₹ 99.36 
,Abi,Chennai,Albert Dunn,Gadgets,1-Apr-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Kolkata,Robert Hayes,Cosmetic,1-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Kolkata,Cheryl Riley,Gadgets,1-Apr-16,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Chennai,Kimberly Coleman,Gadgets,1-Apr-16,2, ₹ 53.35 , ₹ 106.70 
,Kishore,Gurgon,Clarence Bishop,Essential,1-Apr-16,6, ₹ 16.32 , ₹ 97.92 
,Hari,Banglore,Judy Sanchez,Essential,1-Apr-16,8, ₹ 16.32 , ₹ 130.56 
,Kishore,Gurgon,Gloria Mcdonald,Cosmetic,2-Apr-16,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Gurgon,Gary Moreno,Electronics,2-Apr-16,7, ₹ 17.83 , ₹ 124.81 
,Abi,Chennai,Kimberly Coleman,Essential,2-Apr-16,7, ₹ 16.32 , ₹ 114.24 
,Hari,Banglore,Joan Austin,Gadgets,2-Apr-16,3, ₹ 53.35 , ₹ 160.05 
,Hari,Banglore,Frank Garrett,Gadgets,2-Apr-16,9, ₹ 53.35 , ₹ 480.15 
,Abi,Kolkata,Helen Dean,Cosmetic,2-Apr-16,7, ₹ 12.42 , ₹ 86.94 
,Yuvan,Chennai,Robert Collins,Cosmetic,2-Apr-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Janice Jackson,Cosmetic,2-Apr-16,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Banglore,Philip Rodriguez,Cosmetic,2-Apr-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Kolkata,Anthony Berry,Essential,2-Apr-16,3, ₹ 16.32 , ₹ 48.96 
,Gowtham,Mumbai,Sara Hawkins,Gadgets,2-Apr-16,10, ₹ 53.35 , ₹ 533.50 
,Yuvan,Kolkata,Cynthia Brooks,Gadgets,2-Apr-16,4, ₹ 53.35 , ₹ 213.40 
,Hari,Gurgon,Gary Moreno,Electronics,2-Apr-16,1, ₹ 17.83 , ₹ 17.83 
,Yuvan,Mumbai,Raymond Clark,Cosmetic,2-Apr-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Delhi,Lillian Burke,Cosmetic,3-Apr-16,5, ₹ 12.42 , ₹ 62.10 
,Gowtham,Delhi,Alice Davis,Electronics,3-Apr-16,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Kolkata,Helen Dean,Cosmetic,3-Apr-16,5, ₹ 12.42 , ₹ 62.10 
,Abi,Delhi,Joan Cooper,Electronics,3-Apr-16,1, ₹ 17.83 , ₹ 17.83 
,Hari,Banglore,Joseph Willis,Essential,3-Apr-16,6, ₹ 16.32 , ₹ 97.92 
,Kishore,Banglore,Craig Reyes,Essential,3-Apr-16,3, ₹ 16.32 , ₹ 48.96 
,Gowtham,Kolkata,Juan Reed,Cosmetic,3-Apr-16,5, ₹ 12.42 , ₹ 62.10 
,Hari,Banglore,Laura Mcdonald,Cosmetic,3-Apr-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Harold Daniels,Cosmetic,3-Apr-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Joshua Diaz,Electronics,3-Apr-16,1, ₹ 17.83 , ₹ 17.83 
,Hari,Banglore,Stephen Murray,Gadgets,4-Apr-16,1, ₹ 53.35 , ₹ 53.35 
,Gowtham,Delhi,Eric Robertson,Cosmetic,4-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Banglore,Michelle Allen,Essential,4-Apr-16,4, ₹ 16.32 , ₹ 65.28 
,Abi,Mumbai,Benjamin Phillips,Electronics,4-Apr-16,8, ₹ 17.83 , ₹ 142.64 
,Hari,Banglore,Gerald Mcdonald,Electronics,4-Apr-16,3, ₹ 17.83 , ₹ 53.49 
,Yuvan,Chennai,Maria Hughes,Cosmetic,4-Apr-16,7, ₹ 12.42 , ₹ 86.94 
,Gowtham,Kolkata,Lawrence Ruiz,Gadgets,4-Apr-16,8, ₹ 53.35 , ₹ 426.80 
,Yuvan,Delhi,Susan Watkins,Gadgets,4-Apr-16,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Mumbai,Clarence Mason,Gadgets,4-Apr-16,10, ₹ 53.35 , ₹ 533.50 
,Yuvan,Kolkata,Gloria Harper,Essential,5-Apr-16,1, ₹ 16.32 , ₹ 16.32 
,Yuvan,Chennai,Dorothy Baker,Electronics,5-Apr-16,7, ₹ 17.83 , ₹ 124.81 
,Kishore,Banglore,Shirley Chavez,Essential,5-Apr-16,6, ₹ 16.32 , ₹ 97.92 
,Hari,Banglore,Jennifer Adams,Gadgets,5-Apr-16,2, ₹ 53.35 , ₹ 106.70 
,Gowtham,Mumbai,Irene Franklin,Essential,5-Apr-16,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Delhi,Kevin Torres,Gadgets,5-Apr-16,3, ₹ 53.35 , ₹ 160.05 
,Hari,Banglore,Nicholas Nguyen,Essential,5-Apr-16,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Kolkata,Nancy Stephens,Gadgets,5-Apr-16,3, ₹ 53.35 , ₹ 160.05 
,Gowtham,Chennai,Cynthia Lewis,Cosmetic,5-Apr-16,7, ₹ 12.42 , ₹ 86.94 
,Gowtham,Chennai,Harold Matthews,Gadgets,5-Apr-16,3, ₹ 53.35 , ₹ 160.05 
,Gowtham,Chennai,Ruth Fields,Cosmetic,5-Apr-16,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Gurgon,Carl Lawson,Essential,5-Apr-16,4, ₹ 16.32 , ₹ 65.28 
,Kishore,Banglore,Benjamin Carpenter,Cosmetic,5-Apr-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Delhi,Aaron Morris,Gadgets,5-Apr-16,8, ₹ 53.35 , ₹ 426.80 
,Gowtham,Kolkata,Lillian Wood,Electronics,5-Apr-16,1, ₹ 17.83 , ₹ 17.83 
,Yuvan,Kolkata,Irene Wells,Essential,6-Apr-16,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Delhi,Eugene Schmidt,Gadgets,6-Apr-16,4, ₹ 53.35 , ₹ 213.40 
,Abi,Kolkata,Randy Burton,Cosmetic,6-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Abi,Kolkata,Louis Marshall,Electronics,6-Apr-16,4, ₹ 17.83 , ₹ 71.32 
,Abi,Delhi,Ann Duncan,Cosmetic,6-Apr-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Kolkata,Katherine Hayes,Cosmetic,6-Apr-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Banglore,Arthur Green,Gadgets,6-Apr-16,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Gurgon,Martha Harper,Gadgets,6-Apr-16,9, ₹ 53.35 , ₹ 480.15 
,Hari,Banglore,Andrew Adams,Essential,6-Apr-16,6, ₹ 16.32 , ₹ 97.92 
,Gowtham,Chennai,Rebecca Williams,Essential,6-Apr-16,1, ₹ 16.32 , ₹ 16.32 
,Kishore,Gurgon,Marilyn Franklin,Cosmetic,6-Apr-16,6, ₹ 12.42 , ₹ 74.52 
,Gowtham,Delhi,Eugene Hughes,Gadgets,7-Apr-16,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Gurgon,Gloria Fisher,Electronics,7-Apr-16,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Chennai,Jacqueline Wheeler,Gadgets,7-Apr-16,3, ₹ 53.35 , ₹ 160.05 
,Hari,Banglore,Dennis Fields,Gadgets,7-Apr-16,9, ₹ 53.35 , ₹ 480.15 
,Gowtham,Mumbai,Debra Gutierrez,Electronics,7-Apr-16,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Banglore,Michelle Allen,Gadgets,7-Apr-16,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Delhi,Walter Kennedy,Gadgets,7-Apr-16,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Chennai,Edward Wells,Cosmetic,7-Apr-16,8, ₹ 12.42 , ₹ 99.36 
,Kishore,Gurgon,Teresa Payne,Essential,7-Apr-16,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Kolkata,Anna Wheeler,Cosmetic,7-Apr-16,3, ₹ 12.42 , ₹ 37.26 
,Gowtham,Delhi,Shirley Rivera,Cosmetic,7-Apr-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Gurgon,Roger Bell,Cosmetic,7-Apr-16,1, ₹ 12.42 , ₹ 12.42 
,Kishore,Banglore,Denise Henry,Cosmetic,7-Apr-16,1, ₹ 12.42 , ₹ 12.42 
,Hari,Banglore,Terry Nguyen,Cosmetic,8-Apr-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Banglore,Howard Nelson,Cosmetic,8-Apr-16,5, ₹ 12.42 , ₹ 62.10 
,Gowtham,Kolkata,Emily Patterson,Cosmetic,8-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Delhi,Roy Rivera,Essential,8-Apr-16,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Kolkata,Kenneth Lane,Gadgets,8-Apr-16,2, ₹ 53.35 , ₹ 106.70 
,Kishore,Gurgon,Kenneth West,Electronics,8-Apr-16,7, ₹ 17.83 , ₹ 124.81 
,Abi,Chennai,Cheryl Howard,Essential,8-Apr-16,4, ₹ 16.32 , ₹ 65.28 
,Kishore,Banglore,Sandra Bowman,Electronics,8-Apr-16,10, ₹ 17.83 , ₹ 178.30 
,Kishore,Banglore,Timothy Gonzales,Cosmetic,8-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Gurgon,Kathy Lee,Essential,8-Apr-16,4, ₹ 16.32 , ₹ 65.28 
,Gowtham,Kolkata,Alan Allen,Cosmetic,8-Apr-16,3, ₹ 12.42 , ₹ 37.26 
,Gowtham,Chennai,Victor Watson,Essential,8-Apr-16,8, ₹ 16.32 , ₹ 130.56 
,Yuvan,Delhi,Rose Baker,Cosmetic,8-Apr-16,1, ₹ 12.42 , ₹ 12.42 
,Kishore,Gurgon,Michelle Phillips,Electronics,8-Apr-16,9, ₹ 17.83 , ₹ 160.47 
,Abi,Kolkata,Tina Jones,Gadgets,9-Apr-16,1, ₹ 53.35 , ₹ 53.35 
,Abi,Chennai,Todd Miller,Gadgets,9-Apr-16,1, ₹ 53.35 , ₹ 53.35 
,Kishore,Gurgon,Ruby Taylor,Essential,9-Apr-16,6, ₹ 16.32 , ₹ 97.92 
,Kishore,Banglore,Earl Morales,Cosmetic,9-Apr-16,8, ₹ 12.42 , ₹ 99.36 
,Gowtham,Chennai,Joseph Foster,Essential,9-Apr-16,1, ₹ 16.32 , ₹ 16.32 
,Abi,Kolkata,Louis Mason,Electronics,9-Apr-16,7, ₹ 17.83 , ₹ 124.81 
,Hari,Gurgon,Joyce Myers,Gadgets,9-Apr-16,1, ₹ 53.35 , ₹ 53.35 
,Kishore,Gurgon,Gloria Fisher,Electronics,9-Apr-16,8, ₹ 17.83 , ₹ 142.64 
,Gowtham,Mumbai,Phyllis Grant,Cosmetic,9-Apr-16,9, ₹ 12.42 , ₹ 111.78 
,Abi,Mumbai,Carlos Stephens,Electronics,9-Apr-16,8, ₹ 17.83 , ₹ 142.64 
,Kishore,Banglore,Judy Lopez,Gadgets,9-Apr-16,9, ₹ 53.35 , ₹ 480.15 
,Abi,Kolkata,Louis Mason,Essential,9-Apr-16,10, ₹ 16.32 , ₹ 163.20 
,Hari,Banglore,Craig Hicks,Gadgets,9-Apr-16,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Banglore,Christine Jacobs,Electronics,9-Apr-16,10, ₹ 17.83 , ₹ 178.30 
,Hari,Gurgon,Rose Matthews,Cosmetic,9-Apr-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Alice Kelly,Cosmetic,10-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Kolkata,Joe Ryan,Electronics,10-Apr-16,2, ₹ 17.83 , ₹ 35.66 
,Kishore,Banglore,Nicholas Schmidt,Gadgets,10-Apr-16,1, ₹ 53.35 , ₹ 53.35 
,Hari,Banglore,Gloria Morris,Cosmetic,10-Apr-16,8, ₹ 12.42 , ₹ 99.36 
,Hari,Banglore,Terry Nguyen,Electronics,10-Apr-16,4, ₹ 17.83 , ₹ 71.32 
,Abi,Delhi,Andrea King,Cosmetic,10-Apr-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Mumbai,Raymond Clark,Gadgets,10-Apr-16,4, ₹ 53.35 , ₹ 213.40 
,Yuvan,Delhi,Matthew Berry,Cosmetic,10-Apr-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Kolkata,Annie Wilson,Cosmetic,10-Apr-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Kolkata,Bonnie Wagner,Electronics,10-Apr-16,3, ₹ 17.83 , ₹ 53.49 
,Yuvan,Delhi,Kathryn Fox,Gadgets,10-Apr-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Kolkata,Mark Alexander,Cosmetic,10-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Banglore,Joan Robinson,Electronics,10-Apr-16,10, ₹ 17.83 , ₹ 178.30 
,Kishore,Banglore,Jacqueline Little,Essential,10-Apr-16,10, ₹ 16.32 , ₹ 163.20 
,Yuvan,Delhi,Jerry Smith,Cosmetic,10-Apr-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Eugene Hughes,Cosmetic,10-Apr-16,5, ₹ 12.42 , ₹ 62.10 
,Abi,Kolkata,Sharon Rose,Electronics,10-Apr-16,3, ₹ 17.83 , ₹ 53.49 
,Kishore,Banglore,Sandra Hughes,Cosmetic,10-Apr-16,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Banglore,Henry Sanders,Gadgets,11-Apr-16,4, ₹ 53.35 , ₹ 213.40 
,Hari,Gurgon,Sharon Wagner,Gadgets,11-Apr-16,10, ₹ 53.35 , ₹ 533.50 
,Gowtham,Kolkata,Phyllis Johnston,Gadgets,11-Apr-16,8, ₹ 53.35 , ₹ 426.80 
,Kishore,Banglore,Willie Oliver,Electronics,11-Apr-16,9, ₹ 17.83 , ₹ 160.47 
,Yuvan,Kolkata,Ronald Kim,Cosmetic,11-Apr-16,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Banglore,Gary Cook,Cosmetic,11-Apr-16,2, ₹ 12.42 , ₹ 24.84 
,Gowtham,Kolkata,Janice Jackson,Essential,11-Apr-16,9, ₹ 16.32 , ₹ 146.88 
,Kishore,Banglore,Kimberly Lee,Cosmetic,11-Apr-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Mumbai,Clarence Mason,Electronics,11-Apr-16,3, ₹ 17.83 , ₹ 53.49 
,Yuvan,Chennai,Judith Wood,Gadgets,11-Apr-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Kolkata,Debra Palmer,Cosmetic,11-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Abi,Delhi,Jennifer White,Cosmetic,11-Apr-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Harold Daniels,Cosmetic,12-Apr-16,8, ₹ 12.42 , ₹ 99.36 
,Kishore,Gurgon,Janet Stewart,Cosmetic,12-Apr-16,5, ₹ 12.42 , ₹ 62.10 
,Abi,Delhi,Eugene Schmidt,Cosmetic,12-Apr-16,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Gurgon,Kevin Garza,Electronics,12-Apr-16,4, ₹ 17.83 , ₹ 71.32 
,Gowtham,Kolkata,Bonnie Wagner,Electronics,12-Apr-16,6, ₹ 17.83 , ₹ 106.98 
,Hari,Banglore,Philip Rodriguez,Gadgets,12-Apr-16,9, ₹ 53.35 , ₹ 480.15 
,Gowtham,Delhi,Andrew Howard,Cosmetic,12-Apr-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Cheryl Riley,Cosmetic,12-Apr-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Albert Miller,Gadgets,12-Apr-16,3, ₹ 53.35 , ₹ 160.05 
,Hari,Gurgon,Donald Ryan,Gadgets,12-Apr-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Delhi,Virginia Foster,Gadgets,12-Apr-16,10, ₹ 53.35 , ₹ 533.50 
,Hari,Banglore,Rebecca Ryan,Cosmetic,12-Apr-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Banglore,Jerry Collins,Gadgets,12-Apr-16,7, ₹ 53.35 , ₹ 373.45 
,Abi,Chennai,Kathy Rice,Gadgets,12-Apr-16,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Kolkata,Steven Simpson,Gadgets,12-Apr-16,1, ₹ 53.35 , ₹ 53.35 
,Gowtham,Delhi,Jennifer White,Electronics,13-Apr-16,6, ₹ 17.83 , ₹ 106.98 
,Yuvan,Chennai,Albert Dunn,Cosmetic,13-Apr-16,10, ₹ 12.42 , ₹ 124.20 
,Gowtham,Kolkata,Jane Sims,Gadgets,13-Apr-16,6, ₹ 53.35 , ₹ 320.10 
,Abi,Chennai,Robert Collins,Electronics,13-Apr-16,8, ₹ 17.83 , ₹ 142.64 
,Yuvan,Kolkata,Emily Patterson,Gadgets,13-Apr-16,2, ₹ 53.35 , ₹ 106.70 
